Retailer,Retailer ID,Invoice Date,Region,City,State,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin (%),Sales Method
Adidas Kolkata,RET-1843,2025-06-22,East,Kolkata,West Bengal,Ultraboost 22,18999,19,360981,65914.58,18.26,Online
Adidas Bengaluru,RET-1844,2025-06-16,South,Bengaluru,Karnataka,Ultraboost 22,18999,48,911952,184494.21,20.23,Retail Store
Adidas Mumbai,RET-1845,2025-06-01,West,Mumbai,Maharashtra,Superstar,8999,6,53994,13055.56,24.18,Online
Adidas Chennai,RET-1846,2025-06-18,South,Chennai,Tamil Nadu,Track Jacket,4999,23,114977,28706.47,24.97,Online
Adidas Kolkata,RET-1847,2025-06-13,East,Kolkata,West Bengal,Ultraboost 22,18999,46,873954,98419.19,11.26,Online
Adidas Mumbai,RET-1848,2025-06-02,West,Mumbai,Maharashtra,Climacool T-shirt,2499,49,122451,12722.82,10.39,Online
Adidas Mumbai,RET-1849,2025-06-14,West,Mumbai,Maharashtra,Superstar,8999,41,368959,58539.66,15.87,Online
Adidas Delhi,RET-1850,2025-06-02,North,Delhi,Delhi,Sports Cap,999,25,24975,6179.7,24.74,Retail Store
Adidas Chennai,RET-1851,2025-06-02,South,Chennai,Tamil Nadu,Climacool T-shirt,2499,43,107457,17291.71,16.09,Retail Store
Adidas Delhi,RET-1852,2025-06-03,North,Delhi,Delhi,Climacool T-shirt,2499,13,32487,3577.37,11.01,Retail Store
Adidas Bengaluru,RET-1853,2025-06-26,South,Bengaluru,Karnataka,Track Jacket,4999,17,84983,11178.9,13.15,Online
Adidas Mumbai,RET-1854,2025-06-20,West,Mumbai,Maharashtra,Ultraboost 22,18999,43,816957,149216.39,18.26,Retail Store
Adidas Delhi,RET-1855,2025-06-07,North,Delhi,Delhi,Sports Cap,999,7,6993,1461.79,20.9,Online
Adidas Chennai,RET-1856,2025-06-25,South,Chennai,Tamil Nadu,Track Jacket,4999,41,204959,41955.59,20.47,Online
Adidas Bengaluru,RET-1857,2025-06-02,South,Bengaluru,Karnataka,Sports Cap,999,31,30969,3213.48,10.38,Online
Adidas Delhi,RET-1858,2025-06-20,North,Delhi,Delhi,Climacool T-shirt,2499,44,109956,19220.55,17.48,Retail Store
Adidas Bengaluru,RET-1859,2025-06-30,South,Bengaluru,Karnataka,Track Jacket,4999,14,69986,16611.38,23.74,Online
Adidas Kolkata,RET-1860,2025-06-19,East,Kolkata,West Bengal,Track Jacket,4999,40,199960,41467.13,20.74,Online
Adidas Mumbai,RET-1861,2025-06-16,West,Mumbai,Maharashtra,Superstar,8999,31,278969,40110.41,14.38,Retail Store
Adidas Bengaluru,RET-1862,2025-06-13,South,Bengaluru,Karnataka,Superstar,8999,12,107988,22798.66,21.11,Online
Adidas Bengaluru,RET-1863,2025-06-22,South,Bengaluru,Karnataka,Track Jacket,4999,29,144971,32351.89,22.32,Retail Store
Adidas Mumbai,RET-1864,2025-06-09,West,Mumbai,Maharashtra,Superstar,8999,45,404955,65946.59,16.28,Online
Adidas Chennai,RET-1865,2025-06-12,South,Chennai,Tamil Nadu,Climacool T-shirt,2499,11,27489,5533.47,20.13,Retail Store
Adidas Mumbai,RET-1866,2025-06-04,West,Mumbai,Maharashtra,Climacool T-shirt,2499,21,52479,6404.73,12.2,Retail Store
Adidas Delhi,RET-1867,2025-06-19,North,Delhi,Delhi,Superstar,8999,25,224975,39611.52,17.61,Retail Store
Adidas Chennai,RET-1868,2025-06-25,South,Chennai,Tamil Nadu,Ultraboost 22,18999,43,816957,166759.81,20.41,Online
Adidas Chennai,RET-1869,2025-06-10,South,Chennai,Tamil Nadu,Climacool T-shirt,2499,32,79968,8463.74,10.58,Online
Adidas Delhi,RET-1870,2025-06-22,North,Delhi,Delhi,Adizero SL,11999,30,359970,49286.69,13.69,Online
Adidas Kolkata,RET-1871,2025-06-22,East,Kolkata,West Bengal,Adizero SL,11999,23,275977,57862.15,20.97,Online
Adidas Delhi,RET-1872,2025-06-17,North,Delhi,Delhi,Climacool T-shirt,2499,29,72471,12290.82,16.96,Online
Adidas Delhi,RET-1873,2025-06-01,North,Delhi,Delhi,Track Jacket,4999,18,89982,11786.55,13.1,Online
Adidas Delhi,RET-1874,2025-06-07,North,Delhi,Delhi,Superstar,8999,31,278969,67742.81,24.28,Online
Adidas Chennai,RET-1875,2025-06-06,South,Chennai,Tamil Nadu,Adizero SL,11999,36,431964,52586.26,12.17,Online
Adidas Bengaluru,RET-1876,2025-06-06,South,Bengaluru,Karnataka,Track Jacket,4999,48,239952,25919.52,10.8,Online
Adidas Mumbai,RET-1877,2025-06-06,West,Mumbai,Maharashtra,Track Jacket,4999,8,39992,7914.61,19.79,Online
Adidas Chennai,RET-1878,2025-06-18,South,Chennai,Tamil Nadu,Sports Cap,999,7,6993,1154.75,16.51,Online
Adidas Bengaluru,RET-1879,2025-06-08,South,Bengaluru,Karnataka,Climacool T-shirt,2499,36,89964,10887.89,12.1,Online
Adidas Kolkata,RET-1880,2025-06-28,East,Kolkata,West Bengal,Climacool T-shirt,2499,27,67473,14723.98,21.82,Online
Adidas Kolkata,RET-1881,2025-06-04,East,Kolkata,West Bengal,Sports Cap,999,34,33966,4546.55,13.39,Online
Adidas Delhi,RET-1882,2025-06-23,North,Delhi,Delhi,Adizero SL,11999,43,515957,82845.77,16.06,Retail Store
Adidas Chennai,RET-1883,2025-06-24,South,Chennai,Tamil Nadu,Track Jacket,4999,37,184963,26899.03,14.54,Online
Adidas Delhi,RET-1884,2025-06-28,North,Delhi,Delhi,Sports Cap,999,26,25974,3645.85,14.04,Retail Store
Adidas Kolkata,RET-1885,2025-06-01,East,Kolkata,West Bengal,Superstar,8999,26,233974,49938.77,21.34,Retail Store
Adidas Kolkata,RET-1886,2025-06-15,East,Kolkata,West Bengal,Ultraboost 22,18999,14,265986,47759.45,17.96,Retail Store
Adidas Bengaluru,RET-1887,2025-06-17,South,Bengaluru,Karnataka,Ultraboost 22,18999,46,873954,153672.27,17.58,Online
Adidas Chennai,RET-1888,2025-06-14,South,Chennai,Tamil Nadu,Climacool T-shirt,2499,20,49980,10371.56,20.75,Online
Adidas Chennai,RET-1889,2025-06-03,South,Chennai,Tamil Nadu,Climacool T-shirt,2499,20,49980,9645.72,19.3,Online
Adidas Chennai,RET-1890,2025-06-12,South,Chennai,Tamil Nadu,Sports Cap,999,29,28971,4202.04,14.5,Retail Store
Adidas Chennai,RET-1891,2025-06-05,South,Chennai,Tamil Nadu,Climacool T-shirt,2499,50,124950,19047.3,15.24,Retail Store
Adidas Chennai,RET-1892,2025-06-22,South,Chennai,Tamil Nadu,Adizero SL,11999,29,347971,57386.77,16.49,Online
Adidas Delhi,RET-1893,2025-06-27,North,Delhi,Delhi,Superstar,8999,47,422953,82896.48,19.6,Online
Adidas Chennai,RET-1894,2025-06-28,South,Chennai,Tamil Nadu,Ultraboost 22,18999,39,740961,127427.96,17.2,Retail Store
Adidas Bengaluru,RET-1895,2025-06-26,South,Bengaluru,Karnataka,Sports Cap,999,18,17982,3683.95,20.49,Retail Store
Adidas Chennai,RET-1896,2025-06-02,South,Chennai,Tamil Nadu,Superstar,8999,24,215976,24384.85,11.29,Retail Store
Adidas Kolkata,RET-1897,2025-06-25,East,Kolkata,West Bengal,Superstar,8999,25,224975,30423.37,13.52,Retail Store
Adidas Bengaluru,RET-1898,2025-06-08,South,Bengaluru,Karnataka,Ultraboost 22,18999,22,417978,64251.38,15.37,Retail Store
Adidas Delhi,RET-1899,2025-06-29,North,Delhi,Delhi,Sports Cap,999,41,40959,8207.21,20.04,Online
Adidas Chennai,RET-1900,2025-06-14,South,Chennai,Tamil Nadu,Climacool T-shirt,2499,35,87465,14993.21,17.14,Online
Adidas Chennai,RET-1901,2025-06-03,South,Chennai,Tamil Nadu,Adizero SL,11999,40,479960,104714.73,21.82,Retail Store
Adidas Mumbai,RET-1902,2025-06-18,West,Mumbai,Maharashtra,Track Jacket,4999,35,174965,30461.1,17.41,Retail Store
Adidas Delhi,RET-1903,2025-06-06,North,Delhi,Delhi,Ultraboost 22,18999,11,208989,39801.79,19.04,Online
Adidas Mumbai,RET-1904,2025-06-09,West,Mumbai,Maharashtra,Sports Cap,999,9,8991,1051.44,11.69,Online
Adidas Chennai,RET-1905,2025-06-02,South,Chennai,Tamil Nadu,Ultraboost 22,18999,28,531972,126314.03,23.74,Online
Adidas Delhi,RET-1906,2025-06-14,North,Delhi,Delhi,Sports Cap,999,49,48951,8969.38,18.32,Retail Store
Adidas Delhi,RET-1907,2025-06-11,North,Delhi,Delhi,Sports Cap,999,43,42957,7896.86,18.38,Retail Store
Adidas Mumbai,RET-1908,2025-06-24,West,Mumbai,Maharashtra,Adizero SL,11999,6,71994,15826.81,21.98,Online
Adidas Kolkata,RET-1909,2025-06-03,East,Kolkata,West Bengal,Adizero SL,11999,34,407966,101016.88,24.76,Online
Adidas Mumbai,RET-1910,2025-06-27,West,Mumbai,Maharashtra,Adizero SL,11999,6,71994,16212.81,22.52,Online
Adidas Chennai,RET-1911,2025-06-20,South,Chennai,Tamil Nadu,Track Jacket,4999,44,219956,43310.61,19.69,Retail Store
Adidas Chennai,RET-1912,2025-06-11,South,Chennai,Tamil Nadu,Climacool T-shirt,2499,17,42483,10307.38,24.26,Retail Store
Adidas Chennai,RET-1913,2025-06-27,South,Chennai,Tamil Nadu,Track Jacket,4999,5,24995,4379.47,17.52,Retail Store
Adidas Chennai,RET-1914,2025-06-12,South,Chennai,Tamil Nadu,Climacool T-shirt,2499,36,89964,17615.85,19.58,Retail Store
Adidas Kolkata,RET-1915,2025-06-08,East,Kolkata,West Bengal,Climacool T-shirt,2499,43,107457,21178.95,19.71,Retail Store
Adidas Mumbai,RET-1916,2025-06-29,West,Mumbai,Maharashtra,Superstar,8999,45,404955,40880.45,10.1,Online
Adidas Bengaluru,RET-1917,2025-06-21,South,Bengaluru,Karnataka,Superstar,8999,50,449950,60383.35,13.42,Online
Adidas Kolkata,RET-1918,2025-06-23,East,Kolkata,West Bengal,Adizero SL,11999,24,287976,35862.55,12.45,Retail Store
Adidas Kolkata,RET-1919,2025-06-22,East,Kolkata,West Bengal,Superstar,8999,37,332963,80126.51,24.06,Retail Store
Adidas Mumbai,RET-1920,2025-06-13,West,Mumbai,Maharashtra,Sports Cap,999,43,42957,6293.97,14.65,Online
Adidas Bengaluru,RET-1921,2025-06-01,South,Bengaluru,Karnataka,Sports Cap,999,24,23976,5638.97,23.52,Retail Store
Adidas Chennai,RET-1922,2025-06-18,South,Chennai,Tamil Nadu,Superstar,8999,30,269970,40359.73,14.95,Online
Adidas Delhi,RET-1923,2025-06-22,North,Delhi,Delhi,Track Jacket,4999,42,209958,49387.68,23.52,Online
Adidas Kolkata,RET-1924,2025-06-12,East,Kolkata,West Bengal,Track Jacket,4999,45,224955,47280.68,21.02,Online
Adidas Kolkata,RET-1925,2025-06-05,East,Kolkata,West Bengal,Sports Cap,999,42,41958,9090.96,21.67,Online
Adidas Kolkata,RET-1926,2025-06-22,East,Kolkata,West Bengal,Ultraboost 22,18999,9,170991,19373.82,11.33,Retail Store
Adidas Chennai,RET-1927,2025-06-19,South,Chennai,Tamil Nadu,Sports Cap,999,50,49950,7305.5,14.63,Online
Adidas Kolkata,RET-1928,2025-06-25,East,Kolkata,West Bengal,Superstar,8999,48,431952,46355.37,10.73,Online
Adidas Delhi,RET-1929,2025-06-07,North,Delhi,Delhi,Adizero SL,11999,50,599950,122187.53,20.37,Retail Store
Adidas Kolkata,RET-1930,2025-06-11,East,Kolkata,West Bengal,Climacool T-shirt,2499,44,109956,25517.39,23.21,Online
Adidas Kolkata,RET-1931,2025-06-11,East,Kolkata,West Bengal,Sports Cap,999,19,18981,4472.06,23.56,Online
Adidas Mumbai,RET-1932,2025-06-21,West,Mumbai,Maharashtra,Sports Cap,999,22,21978,3048.49,13.87,Online
Adidas Mumbai,RET-1933,2025-06-19,West,Mumbai,Maharashtra,Climacool T-shirt,2499,37,92463,21153.78,22.88,Online
Adidas Chennai,RET-1934,2025-06-10,South,Chennai,Tamil Nadu,Sports Cap,999,25,24975,2813.09,11.26,Retail Store
Adidas Delhi,RET-1935,2025-06-23,North,Delhi,Delhi,Sports Cap,999,10,9990,2164.84,21.67,Retail Store
Adidas Bengaluru,RET-1936,2025-06-23,South,Bengaluru,Karnataka,Adizero SL,11999,48,575952,111102.27,19.29,Online
Adidas Delhi,RET-1937,2025-06-08,North,Delhi,Delhi,Adizero SL,11999,28,335972,48902.63,14.56,Online
Adidas Chennai,RET-1938,2025-06-11,South,Chennai,Tamil Nadu,Adizero SL,11999,5,59995,6289.01,10.48,Online
Adidas Kolkata,RET-1939,2025-06-29,East,Kolkata,West Bengal,Superstar,8999,6,53994,12074.6,22.36,Online
Adidas Chennai,RET-1940,2025-06-30,South,Chennai,Tamil Nadu,Adizero SL,11999,17,203983,34212.06,16.77,Online
Adidas Chennai,RET-1941,2025-06-24,South,Chennai,Tamil Nadu,Sports Cap,999,32,31968,5272.36,16.49,Online
Adidas Chennai,RET-1942,2025-06-02,South,Chennai,Tamil Nadu,Track Jacket,4999,25,124975,18823.67,15.06,Online
Adidas Kolkata,RET-1943,2025-06-12,East,Kolkata,West Bengal,Track Jacket,4999,32,159968,16017.94,10.01,Retail Store
Adidas Bengaluru,RET-1944,2025-06-19,South,Bengaluru,Karnataka,Adizero SL,11999,45,539955,110111.04,20.39,Online
Adidas Kolkata,RET-1945,2025-06-05,East,Kolkata,West Bengal,Ultraboost 22,18999,37,702963,109505.79,15.58,Retail Store
Adidas Delhi,RET-1946,2025-06-24,North,Delhi,Delhi,Superstar,8999,10,89990,15104.01,16.78,Online
Adidas Mumbai,RET-1947,2025-06-01,West,Mumbai,Maharashtra,Climacool T-shirt,2499,8,19992,4967.41,24.85,Retail Store
Adidas Delhi,RET-1948,2025-06-27,North,Delhi,Delhi,Ultraboost 22,18999,5,94995,13006.99,13.69,Online
Adidas Delhi,RET-1949,2025-06-30,North,Delhi,Delhi,Climacool T-shirt,2499,30,74970,8118.38,10.83,Retail Store
Adidas Delhi,RET-1950,2025-06-18,North,Delhi,Delhi,Sports Cap,999,24,23976,3283.56,13.7,Online
Adidas Mumbai,RET-1951,2025-06-04,West,Mumbai,Maharashtra,Superstar,8999,8,71992,14520.63,20.17,Online
Adidas Bengaluru,RET-1952,2025-06-03,South,Bengaluru,Karnataka,Sports Cap,999,27,26973,5411.29,20.06,Online
Adidas Kolkata,RET-1953,2025-06-23,East,Kolkata,West Bengal,Climacool T-shirt,2499,28,69972,9623.53,13.75,Retail Store
Adidas Bengaluru,RET-1954,2025-06-26,South,Bengaluru,Karnataka,Superstar,8999,16,143984,21740.89,15.1,Retail Store
Adidas Kolkata,RET-1955,2025-06-21,East,Kolkata,West Bengal,Climacool T-shirt,2499,14,34986,4843.46,13.84,Online
Adidas Chennai,RET-1956,2025-06-14,South,Chennai,Tamil Nadu,Sports Cap,999,14,13986,3467.02,24.79,Online
Adidas Delhi,RET-1957,2025-06-20,North,Delhi,Delhi,Adizero SL,11999,39,467961,49876.02,10.66,Retail Store
Adidas Kolkata,RET-1958,2025-06-16,East,Kolkata,West Bengal,Superstar,8999,9,80991,13983.47,17.27,Retail Store
Adidas Chennai,RET-1959,2025-06-08,South,Chennai,Tamil Nadu,Ultraboost 22,18999,39,740961,158678.37,21.42,Online
Adidas Chennai,RET-1960,2025-06-09,South,Chennai,Tamil Nadu,Climacool T-shirt,2499,17,42483,8556.66,20.14,Retail Store
Adidas Delhi,RET-1961,2025-06-03,North,Delhi,Delhi,Sports Cap,999,41,40959,4662.74,11.38,Retail Store
Adidas Kolkata,RET-1962,2025-06-08,East,Kolkata,West Bengal,Track Jacket,4999,48,239952,46552.7,19.4,Retail Store
Adidas Delhi,RET-1963,2025-06-05,North,Delhi,Delhi,Sports Cap,999,42,41958,9573.23,22.82,Retail Store
Adidas Kolkata,RET-1964,2025-06-01,East,Kolkata,West Bengal,Track Jacket,4999,5,24995,5442.54,21.77,Retail Store
Adidas Kolkata,RET-1965,2025-06-23,East,Kolkata,West Bengal,Ultraboost 22,18999,49,930951,165024.79,17.73,Retail Store
Adidas Delhi,RET-1966,2025-06-05,North,Delhi,Delhi,Climacool T-shirt,2499,27,67473,13060.11,19.36,Online
Adidas Delhi,RET-1967,2025-06-26,North,Delhi,Delhi,Adizero SL,11999,50,599950,147212.91,24.54,Retail Store
Adidas Mumbai,RET-1968,2025-06-02,West,Mumbai,Maharashtra,Climacool T-shirt,2499,38,94962,18448.25,19.43,Retail Store
Adidas Chennai,RET-1969,2025-06-19,South,Chennai,Tamil Nadu,Climacool T-shirt,2499,14,34986,8154.58,23.31,Retail Store
Adidas Mumbai,RET-1970,2025-06-30,West,Mumbai,Maharashtra,Track Jacket,4999,32,159968,37046.34,23.16,Online
Adidas Kolkata,RET-1971,2025-06-28,East,Kolkata,West Bengal,Adizero SL,11999,50,599950,110183.56,18.37,Retail Store
Adidas Chennai,RET-1972,2025-06-24,South,Chennai,Tamil Nadu,Adizero SL,11999,8,95992,18465.65,19.24,Retail Store
Adidas Kolkata,RET-1973,2025-06-01,East,Kolkata,West Bengal,Sports Cap,999,24,23976,5078.06,21.18,Online
Adidas Chennai,RET-1974,2025-06-16,South,Chennai,Tamil Nadu,Sports Cap,999,35,34965,8270.2,23.65,Retail Store
Adidas Delhi,RET-1975,2025-06-03,North,Delhi,Delhi,Superstar,8999,46,413954,95970.46,23.18,Retail Store
Adidas Chennai,RET-1976,2025-06-03,South,Chennai,Tamil Nadu,Track Jacket,4999,7,34993,7817.54,22.34,Retail Store
Adidas Chennai,RET-1977,2025-06-21,South,Chennai,Tamil Nadu,Ultraboost 22,18999,41,778959,167912.88,21.56,Retail Store
Adidas Delhi,RET-1978,2025-06-26,North,Delhi,Delhi,Superstar,8999,22,197978,33587.11,16.97,Online
Adidas Bengaluru,RET-1979,2025-06-05,South,Bengaluru,Karnataka,Adizero SL,11999,27,323973,61206.88,18.89,Retail Store
Adidas Kolkata,RET-1980,2025-06-25,East,Kolkata,West Bengal,Sports Cap,999,46,45954,5480.42,11.93,Online
Adidas Chennai,RET-1981,2025-06-18,South,Chennai,Tamil Nadu,Sports Cap,999,18,17982,2560.32,14.24,Online
Adidas Bengaluru,RET-1982,2025-06-26,South,Bengaluru,Karnataka,Ultraboost 22,18999,49,930951,195439.92,20.99,Retail Store
Adidas Kolkata,RET-1983,2025-06-07,East,Kolkata,West Bengal,Sports Cap,999,32,31968,5845.27,18.28,Retail Store
Adidas Delhi,RET-1984,2025-06-04,North,Delhi,Delhi,Climacool T-shirt,2499,9,22491,4111.13,18.28,Retail Store
Adidas Mumbai,RET-1985,2025-06-21,West,Mumbai,Maharashtra,Track Jacket,4999,35,174965,30911.88,17.67,Retail Store
Adidas Delhi,RET-1986,2025-06-09,North,Delhi,Delhi,Adizero SL,11999,27,323973,33944.53,10.48,Retail Store
Adidas Mumbai,RET-1987,2025-06-26,West,Mumbai,Maharashtra,Track Jacket,4999,47,234953,58419.93,24.86,Online
Adidas Delhi,RET-1988,2025-06-18,North,Delhi,Delhi,Superstar,8999,38,341962,74932.27,21.91,Retail Store
Adidas Chennai,RET-1989,2025-06-02,South,Chennai,Tamil Nadu,Adizero SL,11999,11,131989,16703.63,12.66,Online
Adidas Kolkata,RET-1990,2025-06-14,East,Kolkata,West Bengal,Sports Cap,999,26,25974,2828.99,10.89,Retail Store
Adidas Delhi,RET-1991,2025-06-28,North,Delhi,Delhi,Track Jacket,4999,35,174965,28046.55,16.03,Retail Store
Adidas Kolkata,RET-1992,2025-06-22,East,Kolkata,West Bengal,Sports Cap,999,14,13986,1746.15,12.48,Retail Store
Adidas Delhi,RET-1993,2025-06-15,North,Delhi,Delhi,Ultraboost 22,18999,45,854955,154821.54,18.11,Retail Store
Adidas Mumbai,RET-1994,2025-06-23,West,Mumbai,Maharashtra,Superstar,8999,21,188979,28321.14,14.99,Retail Store
Adidas Chennai,RET-1995,2025-06-10,South,Chennai,Tamil Nadu,Track Jacket,4999,7,34993,5934.15,16.96,Retail Store
Adidas Bengaluru,RET-1996,2025-06-09,South,Bengaluru,Karnataka,Superstar,8999,26,233974,35327.26,15.1,Retail Store
Adidas Delhi,RET-1997,2025-06-25,North,Delhi,Delhi,Track Jacket,4999,27,134973,28584.23,21.18,Retail Store
Adidas Bengaluru,RET-1998,2025-06-29,South,Bengaluru,Karnataka,Climacool T-shirt,2499,37,92463,16040.79,17.35,Retail Store
Adidas Kolkata,RET-1999,2025-06-14,East,Kolkata,West Bengal,Track Jacket,4999,50,249950,36256.61,14.51,Retail Store
Adidas Mumbai,RET-2000,2025-06-29,West,Mumbai,Maharashtra,Climacool T-shirt,2499,49,122451,26312.49,21.49,Retail Store
Adidas Delhi,RET-2001,2025-06-03,North,Delhi,Delhi,Adizero SL,11999,9,107991,19438.28,18.0,Retail Store
Adidas Kolkata,RET-2002,2025-06-06,East,Kolkata,West Bengal,Sports Cap,999,48,47952,7860.98,16.39,Online
Adidas Delhi,RET-2003,2025-06-18,North,Delhi,Delhi,Sports Cap,999,37,36963,5215.2,14.11,Retail Store
Adidas Delhi,RET-2004,2025-06-24,North,Delhi,Delhi,Superstar,8999,9,80991,17635.99,21.78,Retail Store
Adidas Mumbai,RET-2005,2025-06-17,West,Mumbai,Maharashtra,Superstar,8999,23,206977,42374.09,20.47,Retail Store
Adidas Bengaluru,RET-2006,2025-06-11,South,Bengaluru,Karnataka,Track Jacket,4999,42,209958,21880.0,10.42,Online
Adidas Delhi,RET-2007,2025-06-13,North,Delhi,Delhi,Sports Cap,999,47,46953,10904.45,23.22,Retail Store
Adidas Delhi,RET-2008,2025-06-02,North,Delhi,Delhi,Sports Cap,999,41,40959,8545.06,20.86,Online
Adidas Delhi,RET-2009,2025-06-13,North,Delhi,Delhi,Climacool T-shirt,2499,33,82467,12129.73,14.71,Online
Adidas Mumbai,RET-2010,2025-06-29,West,Mumbai,Maharashtra,Adizero SL,11999,33,395967,44983.56,11.36,Online
Adidas Delhi,RET-2011,2025-06-22,North,Delhi,Delhi,Ultraboost 22,18999,29,550971,106860.87,19.4,Retail Store
Adidas Chennai,RET-2012,2025-06-07,South,Chennai,Tamil Nadu,Climacool T-shirt,2499,46,114954,24089.33,20.96,Retail Store
Adidas Bengaluru,RET-2013,2025-06-03,South,Bengaluru,Karnataka,Climacool T-shirt,2499,35,87465,16396.28,18.75,Retail Store
Adidas Delhi,RET-2014,2025-06-11,North,Delhi,Delhi,Adizero SL,11999,10,119990,16495.72,13.75,Online
Adidas Mumbai,RET-2015,2025-06-30,West,Mumbai,Maharashtra,Superstar,8999,10,89990,15180.73,16.87,Retail Store
Adidas Chennai,RET-2016,2025-06-22,South,Chennai,Tamil Nadu,Adizero SL,11999,22,263978,48428.62,18.35,Online
Adidas Chennai,RET-2017,2025-06-21,South,Chennai,Tamil Nadu,Climacool T-shirt,2499,19,47481,10081.83,21.23,Online
Adidas Kolkata,RET-2018,2025-06-20,East,Kolkata,West Bengal,Track Jacket,4999,24,119976,18012.78,15.01,Online
Adidas Chennai,RET-2019,2025-06-24,South,Chennai,Tamil Nadu,Track Jacket,4999,35,174965,17716.93,10.13,Online
Adidas Chennai,RET-2020,2025-06-22,South,Chennai,Tamil Nadu,Adizero SL,11999,45,539955,121858.34,22.57,Retail Store
Adidas Mumbai,RET-2021,2025-06-11,West,Mumbai,Maharashtra,Ultraboost 22,18999,20,379980,85854.98,22.59,Online
Adidas Mumbai,RET-2022,2025-06-04,West,Mumbai,Maharashtra,Sports Cap,999,48,47952,5579.1,11.63,Online
Adidas Chennai,RET-2023,2025-06-11,South,Chennai,Tamil Nadu,Climacool T-shirt,2499,14,34986,3783.52,10.81,Retail Store
Adidas Chennai,RET-2024,2025-06-05,South,Chennai,Tamil Nadu,Ultraboost 22,18999,44,835956,130897.27,15.66,Online
Adidas Delhi,RET-2025,2025-06-27,North,Delhi,Delhi,Track Jacket,4999,37,184963,41699.37,22.54,Online
Adidas Chennai,RET-2026,2025-06-01,South,Chennai,Tamil Nadu,Ultraboost 22,18999,49,930951,169945.7,18.26,Retail Store
Adidas Bengaluru,RET-2027,2025-06-02,South,Bengaluru,Karnataka,Ultraboost 22,18999,6,113994,13310.27,11.68,Online
Adidas Bengaluru,RET-2028,2025-06-21,South,Bengaluru,Karnataka,Superstar,8999,17,152983,28538.87,18.65,Online
Adidas Kolkata,RET-2029,2025-06-17,East,Kolkata,West Bengal,Superstar,8999,46,413954,99524.67,24.04,Online
Adidas Mumbai,RET-2030,2025-06-15,West,Mumbai,Maharashtra,Ultraboost 22,18999,16,303984,59566.43,19.6,Online
Adidas Chennai,RET-2031,2025-06-12,South,Chennai,Tamil Nadu,Climacool T-shirt,2499,42,104958,12614.81,12.02,Online
Adidas Kolkata,RET-2032,2025-06-26,East,Kolkata,West Bengal,Track Jacket,4999,11,54989,11221.86,20.41,Online
Adidas Mumbai,RET-2033,2025-06-26,West,Mumbai,Maharashtra,Sports Cap,999,48,47952,7347.17,15.32,Retail Store
Adidas Delhi,RET-2034,2025-06-22,North,Delhi,Delhi,Sports Cap,999,43,42957,6248.1,14.55,Retail Store
Adidas Mumbai,RET-2035,2025-06-05,West,Mumbai,Maharashtra,Superstar,8999,24,215976,53306.31,24.68,Online
Adidas Mumbai,RET-2036,2025-06-05,West,Mumbai,Maharashtra,Superstar,8999,25,224975,32533.41,14.46,Online
Adidas Bengaluru,RET-2037,2025-06-07,South,Bengaluru,Karnataka,Ultraboost 22,18999,13,246987,55844.98,22.61,Retail Store
Adidas Mumbai,RET-2038,2025-06-28,West,Mumbai,Maharashtra,Adizero SL,11999,18,215982,29552.99,13.68,Online
Adidas Mumbai,RET-2039,2025-06-03,West,Mumbai,Maharashtra,Adizero SL,11999,5,59995,9167.09,15.28,Online
Adidas Bengaluru,RET-2040,2025-06-10,South,Bengaluru,Karnataka,Superstar,8999,19,170981,31280.05,18.29,Retail Store
Adidas Kolkata,RET-2041,2025-06-29,East,Kolkata,West Bengal,Superstar,8999,40,359960,43141.05,11.98,Retail Store
Adidas Delhi,RET-2042,2025-06-11,North,Delhi,Delhi,Sports Cap,999,17,16983,3943.72,23.22,Online
Adidas Mumbai,RET-2043,2025-06-05,West,Mumbai,Maharashtra,Ultraboost 22,18999,6,113994,18031.05,15.82,Online
Adidas Delhi,RET-2044,2025-06-25,North,Delhi,Delhi,Climacool T-shirt,2499,36,89964,16613.9,18.47,Retail Store
Adidas Kolkata,RET-2045,2025-06-24,East,Kolkata,West Bengal,Superstar,8999,34,305966,60237.68,19.69,Online
Adidas Mumbai,RET-2046,2025-06-07,West,Mumbai,Maharashtra,Ultraboost 22,18999,35,664965,152828.99,22.98,Retail Store
Adidas Chennai,RET-2047,2025-06-03,South,Chennai,Tamil Nadu,Superstar,8999,45,404955,65878.56,16.27,Retail Store
Adidas Chennai,RET-2048,2025-06-21,South,Chennai,Tamil Nadu,Sports Cap,999,9,8991,2213.21,24.62,Online
Adidas Bengaluru,RET-2049,2025-06-09,South,Bengaluru,Karnataka,Superstar,8999,9,80991,15459.05,19.09,Retail Store
Adidas Bengaluru,RET-2050,2025-06-12,South,Bengaluru,Karnataka,Climacool T-shirt,2499,35,87465,11873.39,13.58,Online
Adidas Bengaluru,RET-2051,2025-06-11,South,Bengaluru,Karnataka,Adizero SL,11999,5,59995,6104.25,10.17,Retail Store
Adidas Bengaluru,RET-2052,2025-06-21,South,Bengaluru,Karnataka,Superstar,8999,34,305966,69406.24,22.68,Online
Adidas Bengaluru,RET-2053,2025-06-28,South,Bengaluru,Karnataka,Superstar,8999,40,359960,78336.26,21.76,Retail Store
Adidas Kolkata,RET-2054,2025-06-02,East,Kolkata,West Bengal,Superstar,8999,9,80991,20022.49,24.72,Retail Store
